greeter	screener	dispenser	medic	resources	throughput	time
1	1	5	2	9	388.666666667	45.7692613405
4	1	5	1	11	397.666666667	68.5348367236
4	1	5	2	12	400.666666667	66.0763351548
1	6	5	1	13	389.333333333	40.0340900663
6	1	5	2	14	402.333333333	67.7036004805
5	6	5	1	17	427.666666667	69.0328434995
5	6	5	2	18	416.0	61.9078200624
5	6	5	5	21	399.0	60.0001251629
4	1	16	1	22	918.333333333	51.0424446113
4	1	16	2	23	923.0	49.5800554322
5	1	16	1	23	1127.0	49.8359685586
1	6	16	1	24	624.333333333	30.0456441995
8	1	16	1	26	1190.0	55.9631201031
4	6	16	1	27	1287.33333333	53.0028346038
1	6	16	5	28	623.0	28.5963100269
4	6	16	2	28	1268.66666667	48.7286120941
4	6	16	4	30	1224.33333333	43.1070386496
4	6	16	5	31	1238.33333333	43.0261047182
5	6	16	4	31	1242.0	48.0353526157
1	3	27	5	36	616.0	28.3083634196
4	12	16	4	36	1216.66666667	39.5710337037
6	1	25	4	36	1284.66666667	47.5079273837
4	6	25	1	36	1843.66666667	48.5600902081
4	12	16	5	37	1237.66666667	38.4057703902
5	6	25	1	37	1874.0	43.234949835
5	6	25	2	38	1868.33333333	42.5816125502
6	6	25	1	38	1929.66666667	50.1740120024
4	6	25	4	39	1844.66666667	35.3833179774
5	6	27	1	39	1974.33333333	46.2497978773
1	13	25	1	40	622.0	28.5832387144
4	6	25	5	40	1831.0	34.7145554947
5	6	25	4	40	1895.33333333	38.6583029911
5	6	27	2	40	2016.33333333	38.7808568374
6	6	27	1	40	2030.0	48.4445337595
5	6	25	5	41	1889.0	38.5818733305
6	6	27	2	41	2054.66666667	44.7795587664
4	6	25	7	42	1836.0	34.643738922
4	6	27	5	42	1867.0	35.1706388595
5	6	27	4	42	1998.33333333	37.0813562791
1	13	25	4	43	622.333333333	28.5895002542
5	6	27	5	43	1993.0	37.0778108193
9	6	27	1	43	2087.33333333	59.0041569942
4	6	27	7	44	1858.66666667	34.2562859321
4	12	27	1	44	2084.66666667	39.7037972588
9	6	27	2	44	2092.0	50.1275330901
4	12	25	4	45	1872.66666667	35.0503380442
8	6	27	4	45	2113.0	43.5584494859
8	6	27	5	46	2088.0	42.6943089856
9	6	27	4	46	2136.33333333	43.5966403611
5	12	25	5	47	1897.66666667	34.5146507887
5	6	34	2	47	2042.66666667	39.1440686771
9	6	27	5	47	2140.33333333	43.5049183476
6	6	34	1	47	2220.33333333	44.4814624943
4	12	27	5	48	1999.66666667	29.6645326356
5	12	27	4	48	2054.33333333	33.3206170146
6	6	34	2	48	2201.0	41.7227404573
4	12	27	6	49	2019.0	29.2062223256
5	12	27	5	49	2038.0	32.8588413775
5	12	27	6	50	2038.66666667	32.1554816026
20	1	27	2	50	2087.0	41.2399832537
9	6	34	1	50	2583.66666667	59.5031336097
5	12	27	7	51	2063.66666667	32.2542994097
6	12	27	6	51	2072.66666667	36.0158496215
4	12	34	1	51	2456.33333333	37.8157024526
15	1	34	1	51	2525.0	39.8115394256
6	12	27	7	52	2086.33333333	35.7993526137
16	1	34	1	52	2600.33333333	37.3658816786
5	12	34	2	53	2565.33333333	35.8164811987
4	12	34	4	54	2476.0	25.2169829837
9	6	38	1	54	2766.0	44.9053995344
