greeter	screener	dispenser	medic	resources	throughput	time
1	6	5	1	13	387.0	38.6453253649
2	6	5	1	14	393.666666667	50.3713843782
2	6	5	2	15	398.666666667	45.9326811992
4	6	5	2	17	409.333333333	57.1902208916
2	6	5	5	18	409.0	45.286194888
4	6	5	5	20	420.0	55.1207932273
1	20	5	2	28	372.333333333	38.3776611851
1	1	25	1	28	450.666666667	42.385850716
1	1	25	2	29	451.0	42.0894572818
2	1	25	1	29	664.666666667	48.24620107
4	1	25	1	31	1154.0	53.6479705185
5	1	25	1	32	1453.33333333	48.826736567
1	6	25	1	33	625.333333333	28.2800906721
6	1	25	1	33	1649.0	47.2147108975
2	6	25	1	34	1229.66666667	35.2513700199
7	1	25	1	34	1886.66666667	47.7126663338
7	1	25	2	35	1886.0	47.5472451461
8	1	25	1	35	1894.33333333	55.7885937096
7	1	27	1	36	1907.0	47.0086707989
8	1	25	2	36	1936.0	49.0112014413
4	6	25	2	37	1833.0	38.9365850864
8	1	27	1	37	2042.66666667	50.2856225678
2	6	25	5	38	1228.66666667	26.7813406428
4	6	27	1	38	1979.66666667	43.3547612055
4	6	27	2	39	2016.33333333	35.5641528012
9	1	27	2	39	2038.66666667	48.4741518292
5	6	27	1	39	2050.33333333	50.8636688997
2	6	27	5	40	1233.0	26.7931006588
4	6	25	5	40	1838.66666667	34.6397979213
6	6	27	1	40	2076.0	55.017001471
4	6	25	6	41	1815.33333333	34.3495007886
4	6	30	1	41	2102.0	41.3585105287
7	6	27	1	41	2121.66666667	61.0930676338
4	6	27	5	42	2037.0	32.0557150724
4	6	30	2	42	2102.66666667	37.6173754736
4	6	27	6	43	2032.33333333	31.9089371749
5	6	30	2	43	2231.0	38.8419658165
4	6	30	5	45	2095.66666667	30.6857151261
7	6	30	2	45	2234.0	43.3416403096
9	1	34	1	45	2412.33333333	44.356229709
2	12	27	5	46	1229.66666667	26.6739141845
5	6	30	5	46	2305.66666667	34.8083607679
4	12	25	6	47	1918.0	30.1932486926
6	6	34	1	47	2551.33333333	46.1387217057
7	6	34	1	48	2542.33333333	45.0934511919
6	12	30	1	49	2315.33333333	43.4942897389
9	1	38	1	49	2389.33333333	44.2334577587
8	6	34	1	49	2574.0	45.9088582517
6	12	27	5	50	2105.0	33.9577200047
5	6	38	1	50	2342.66666667	39.4969354737
9	6	34	1	50	2559.0	45.1020869329
2	6	38	5	51	1231.0	26.789094973
4	12	30	5	51	2226.33333333	26.8820668889
5	6	38	2	51	2343.33333333	34.594665864
5	12	30	5	52	2257.33333333	29.9907802203
